Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Supply_Demand_Ratio,Is_Peak_Hour,Demand_Urgency,Customer_Segment,Cancellation_Risk_Index
71,30,Rural,regular,45,4.16,Evening,Premium,53,227.1825700126456,0.4225352112676056,0,0,1,Moderate Risk
58,19,Urban,silver,47,3.97,Evening,Economy,77,247.4420018201041,0.3275862068965517,0,0,1,Moderate Risk
100,18,Suburban,silver,50,4.89,Morning,Premium,51,213.8232968736634,0.18,1,1,1,Low Risk
94,28,Urban,regular,59,4.45,Night,Economy,173,652.5878909594384,0.2978723404255319,0,0,2,Moderate Risk
49,6,Rural,silver,23,4.65,Night,Premium,69,289.6463054085282,0.1224489795918367,0,0,1,Moderate Risk
42,7,Rural,gold,90,3.67,Evening,Economy,32,123.762469326047,0.1666666666666666,0,0,2,Moderate Risk
79,63,Urban,gold,56,4.66,Evening,Premium,70,292.5906288976858,0.7974683544303798,0,0,2,Low Risk
59,5,Rural,gold,17,4.97,Evening,Premium,143,440.93951077757487,0.0847457627118644,0,0,2,Moderate Risk
54,7,Urban,regular,91,3.75,Night,Economy,97,298.3226183929867,0.1296296296296296,0,0,2,Moderate Risk
60,6,Rural,silver,65,4.76,Morning,Economy,168,629.2044295696749,0.1,1,1,2,Low Risk
26,13,Suburban,silver,4,3.63,Night,Premium,123,441.99619244539696,0.5,0,0,1,High Risk
90,10,Rural,silver,59,4.44,Morning,Premium,147,691.5012905566776,0.1111111111111111,1,1,2,Moderate Risk
34,12,Suburban,silver,38,4.18,Afternoon,Economy,24,106.94859059241988,0.3529411764705882,1,1,1,Moderate Risk
80,34,Suburban,silver,84,3.8,Night,Economy,174,561.4385219871201,0.425,0,0,2,Moderate Risk
21,7,Rural,regular,58,4.31,Morning,Premium,75,328.45835687553256,0.3333333333333333,1,1,2,Moderate Risk
97,71,Suburban,silver,52,4.32,Evening,Economy,36,133.38738314122594,0.7319587628865979,0,0,2,Moderate Risk
64,7,Suburban,regular,92,4.58,Evening,Premium,16,114.6992021313152,0.109375,0,0,2,Low Risk
47,34,Rural,gold,16,4.38,Evening,Premium,46,237.1433889694325,0.723404255319149,0,0,2,Moderate Risk
44,28,Rural,gold,30,3.93,Evening,Premium,42,157.10657171647188,0.6363636363636364,0,0,2,Moderate Risk
21,9,Suburban,gold,13,4.01,Evening,Economy,127,431.251597706785,0.4285714285714285,0,0,2,Moderate Risk
57,37,Urban,gold,59,3.92,Evening,Economy,159,585.8075881778408,0.6491228070175439,0,0,2,Moderate Risk
62,5,Rural,silver,51,4.4,Afternoon,Economy,160,647.204374917644,0.0806451612903225,1,1,2,Moderate Risk
25,6,Urban,gold,60,3.91,Evening,Premium,145,559.578839787104,0.24,0,0,2,Moderate Risk
92,33,Suburban,silver,70,3.69,Evening,Premium,46,173.1505322724627,0.358695652173913,0,0,2,Moderate Risk
38,7,Rural,gold,46,3.79,Night,Economy,78,198.1704675081237,0.1842105263157894,0,0,2,Moderate Risk
99,31,Urban,silver,0,3.54,Morning,Economy,50,192.7088692483722,0.3131313131313131,1,1,1,High Risk
35,7,Rural,regular,65,4.19,Night,Economy,65,165.0758241756551,0.2,0,0,2,Moderate Risk
30,13,Urban,gold,53,3.68,Night,Premium,124,379.4680328899806,0.4333333333333333,0,0,2,Moderate Risk
28,6,Urban,gold,53,4.48,Night,Premium,148,461.10955384851616,0.2142857142857142,0,0,2,Moderate Risk
59,47,Rural,silver,73,3.54,Night,Economy,75,234.5672445982206,0.7966101694915254,0,0,2,Moderate Risk
24,13,Urban,silver,50,4.26,Night,Premium,141,540.0620306756346,0.5416666666666666,0,0,1,Moderate Risk
21,6,Suburban,regular,15,3.81,Evening,Premium,80,318.8415033130425,0.2857142857142857,0,0,0,Moderate Risk
84,54,Suburban,silver,59,4.98,Afternoon,Premium,43,196.31514152174805,0.6428571428571429,1,1,2,Low Risk
100,50,Urban,silver,83,4.91,Morning,Premium,173,622.4914304114809,0.5,1,1,2,Low Risk
30,11,Urban,silver,99,4.96,Evening,Economy,83,349.6745279402746,0.3666666666666666,0,0,2,Low Risk
45,35,Rural,regular,0,4.58,Afternoon,Premium,41,206.1473318707726,0.7777777777777778,1,1,0,Moderate Risk
53,35,Urban,gold,35,3.92,Afternoon,Premium,166,635.9330544824535,0.660377358490566,1,1,2,Moderate Risk
65,41,Rural,gold,51,3.57,Night,Premium,48,251.1121418065252,0.6307692307692307,0,0,2,Moderate Risk
93,6,Rural,silver,85,4.47,Night,Economy,107,324.098767437868,0.064516129032258,0,0,2,Moderate Risk
28,5,Rural,regular,69,4.49,Morning,Premium,132,425.4887347951667,0.1785714285714285,1,1,2,Moderate Risk
38,8,Urban,silver,78,3.57,Night,Economy,114,470.2690237026412,0.2105263157894736,0,0,2,Moderate Risk
25,6,Urban,regular,69,4.45,Evening,Premium,94,398.051725971793,0.24,0,0,2,Moderate Risk
76,23,Rural,regular,64,3.57,Night,Premium,115,564.9317250247195,0.3026315789473684,0,0,2,Moderate Risk
22,7,Suburban,gold,73,4.91,Morning,Premium,73,238.31899146487595,0.3181818181818182,1,1,2,Low Risk
40,5,Rural,silver,17,4.55,Afternoon,Economy,72,184.9552256292673,0.125,1,1,1,Moderate Risk
89,16,Suburban,regular,27,4.86,Afternoon,Economy,161,624.305615960136,0.1797752808988764,1,1,1,Moderate Risk
31,21,Suburban,silver,77,4.83,Afternoon,Economy,107,389.3845083155804,0.6774193548387096,1,1,2,Low Risk
92,45,Rural,silver,59,4.23,Morning,Premium,121,574.8939389332888,0.4891304347826087,1,1,2,Moderate Risk
58,32,Urban,gold,92,4.59,Afternoon,Premium,111,517.9444619823878,0.5517241379310345,1,1,2,Low Risk
58,20,Rural,silver,42,3.51,Evening,Economy,125,527.1792011771714,0.3448275862068966,0,0,1,Moderate Risk
36,7,Suburban,regular,26,4.35,Morning,Economy,59,201.4968308039421,0.1944444444444444,1,1,1,Moderate Risk
66,40,Rural,regular,93,4.86,Evening,Economy,153,627.0167510146084,0.6060606060606061,0,0,2,Low Risk
76,54,Urban,regular,58,4.05,Evening,Economy,74,218.6251778894482,0.7105263157894737,0,0,2,Moderate Risk
55,23,Urban,gold,46,4.58,Afternoon,Premium,150,654.676536309137,0.4181818181818181,1,1,2,Low Risk
21,8,Urban,regular,57,4.78,Night,Premium,84,293.5602166445157,0.3809523809523809,0,0,2,Low Risk
61,45,Rural,gold,42,4.25,Afternoon,Economy,102,421.98526198279467,0.7377049180327869,1,1,2,Moderate Risk
72,62,Suburban,regular,48,3.82,Evening,Economy,126,553.7408048680613,0.8611111111111112,0,0,1,Moderate Risk
65,18,Rural,gold,65,4.01,Morning,Economy,111,330.62430999065225,0.2769230769230769,1,1,2,Moderate Risk
20,8,Rural,silver,27,4.99,Morning,Economy,83,261.4451502998812,0.4,1,1,1,Moderate Risk
22,7,Suburban,silver,16,4.1,Night,Economy,147,520.0637873298249,0.3181818181818182,0,0,1,Moderate Risk
72,49,Suburban,gold,15,4.34,Night,Premium,19,117.63327810103034,0.6805555555555556,0,0,2,Moderate Risk
42,30,Urban,regular,26,4.79,Afternoon,Economy,138,493.0149508584995,0.7142857142857143,1,1,1,Moderate Risk
100,54,Suburban,regular,91,4.59,Night,Premium,61,203.1132957396489,0.54,0,0,2,Low Risk
87,32,Suburban,silver,38,4.76,Afternoon,Economy,114,421.7762985074602,0.367816091954023,1,1,1,Low Risk
36,8,Urban,gold,47,4.07,Afternoon,Economy,77,305.0088858607341,0.2222222222222222,1,1,2,Moderate Risk
70,38,Urban,silver,99,4.19,Morning,Economy,76,317.77188818101894,0.5428571428571428,1,1,2,Moderate Risk
41,7,Urban,gold,4,4.15,Night,Economy,83,364.9140560714328,0.1707317073170731,0,0,2,High Risk
59,40,Rural,gold,64,4.72,Night,Economy,157,398.3194964103068,0.6779661016949152,0,0,2,Low Risk
33,14,Urban,regular,38,4.89,Morning,Economy,127,461.3060120664082,0.4242424242424242,1,1,1,Low Risk
70,26,Urban,silver,15,3.67,Night,Premium,70,358.2348071386952,0.3714285714285714,0,0,1,Moderate Risk
45,7,Rural,regular,87,4.35,Evening,Economy,74,224.3071067625652,0.1555555555555555,0,0,2,Moderate Risk
98,71,Suburban,regular,83,4.55,Morning,Economy,139,558.3815496134125,0.7244897959183674,1,1,2,Low Risk
75,63,Urban,gold,42,4.55,Evening,Premium,138,660.4425622593634,0.84,0,0,2,Low Risk
100,34,Rural,gold,33,4.75,Night,Economy,156,537.4486716625657,0.34,0,0,2,Low Risk
76,23,Urban,silver,53,3.94,Evening,Economy,117,480.104370355134,0.3026315789473684,0,0,2,Moderate Risk
32,12,Urban,silver,69,3.68,Morning,Economy,55,162.28310451017555,0.375,1,1,2,Moderate Risk
35,23,Suburban,gold,58,3.78,Afternoon,Economy,164,638.0445145215127,0.6571428571428571,1,1,2,Moderate Risk
30,16,Suburban,gold,89,3.63,Afternoon,Economy,142,420.1110979571745,0.5333333333333333,1,1,2,Moderate Risk
75,56,Urban,regular,66,3.69,Evening,Premium,22,124.49060049402551,0.7466666666666667,0,0,2,Moderate Risk
25,6,Rural,regular,23,3.95,Morning,Premium,55,235.27811761739352,0.24,1,1,1,Moderate Risk
88,16,Suburban,gold,26,4.18,Morning,Economy,32,127.33149010162909,0.1818181818181818,1,1,2,Moderate Risk
43,26,Rural,silver,69,4.9,Evening,Economy,107,391.0269903920518,0.6046511627906976,0,0,2,Low Risk
39,20,Rural,silver,97,4.25,Morning,Economy,121,319.5430197104816,0.5128205128205128,1,1,2,Moderate Risk
77,63,Suburban,gold,72,4.56,Morning,Economy,113,380.2853707615285,0.8181818181818182,1,1,2,Low Risk
41,14,Suburban,silver,59,4.72,Morning,Premium,49,179.62342246641472,0.3414634146341463,1,1,2,Low Risk
51,20,Rural,silver,97,4.8,Morning,Economy,130,452.112640122952,0.392156862745098,1,1,2,Low Risk
30,10,Suburban,gold,86,4.95,Evening,Economy,149,565.6691466337952,0.3333333333333333,0,0,2,Low Risk
29,8,Urban,gold,52,4.68,Afternoon,Premium,121,402.1558775823215,0.2758620689655172,1,1,2,Low Risk
21,5,Rural,gold,8,4.44,Afternoon,Premium,159,689.8421599513094,0.238095238095238,1,1,2,Moderate Risk
50,15,Suburban,regular,62,4.51,Night,Economy,83,307.6469280930268,0.3,0,0,2,Low Risk
61,42,Rural,gold,11,3.72,Night,Economy,52,186.5262770863605,0.6885245901639344,0,0,2,Moderate Risk
67,5,Suburban,silver,81,4.53,Morning,Premium,14,91.06777716361007,0.0746268656716417,1,1,2,Low Risk
73,22,Suburban,regular,26,4.99,Night,Economy,33,143.8549860520897,0.3013698630136986,0,0,1,Moderate Risk
35,18,Urban,gold,27,3.82,Morning,Economy,158,553.837359075948,0.5142857142857142,1,1,2,Moderate Risk
96,58,Urban,silver,25,3.61,Morning,Economy,85,336.56848365859423,0.6041666666666666,1,1,1,Moderate Risk
38,28,Urban,gold,8,4.83,Morning,Economy,29,95.02020685904614,0.7368421052631579,1,1,2,Moderate Risk
75,28,Urban,gold,6,4.02,Evening,Premium,171,575.0117219060105,0.3733333333333333,0,0,2,High Risk
57,26,Suburban,silver,92,4.11,Afternoon,Premium,58,264.675747588135,0.4561403508771929,1,1,2,Moderate Risk
36,10,Rural,gold,65,3.54,Night,Economy,53,185.61792391524813,0.2777777777777778,0,0,2,Moderate Risk
73,27,Rural,gold,98,3.97,Evening,Economy,57,251.1556502722435,0.3698630136986301,0,0,2,Moderate Risk
68,29,Rural,gold,51,3.99,Evening,Economy,110,299.689056274687,0.4264705882352941,0,0,2,Moderate Risk
25,9,Rural,gold,11,3.58,Night,Economy,31,92.65681121424488,0.36,0,0,2,Moderate Risk
97,25,Urban,regular,95,4.91,Night,Premium,101,332.2293764400841,0.2577319587628865,0,0,2,Low Risk
30,7,Rural,regular,85,3.74,Evening,Economy,44,184.11208970364285,0.2333333333333333,0,0,2,Moderate Risk
83,7,Suburban,gold,24,4.9,Morning,Premium,24,124.5817744544144,0.0843373493975903,1,1,2,Moderate Risk
27,5,Rural,gold,2,4.3,Evening,Economy,22,60.98181721983856,0.1851851851851851,0,0,2,Moderate Risk
58,21,Suburban,gold,72,4.14,Afternoon,Economy,10,35.88598786056829,0.3620689655172414,1,1,2,Moderate Risk
32,15,Urban,gold,67,3.76,Evening,Premium,23,132.12301879164062,0.46875,0,0,2,Moderate Risk
76,8,Urban,gold,40,4.68,Afternoon,Economy,157,561.5796822292014,0.1052631578947368,1,1,2,Low Risk
21,9,Suburban,regular,38,4.54,Morning,Economy,179,546.3787898746884,0.4285714285714285,1,1,1,Low Risk
47,37,Urban,gold,53,4.69,Night,Economy,41,147.4597413359118,0.7872340425531915,0,0,2,Low Risk
33,20,Suburban,regular,97,4.13,Morning,Premium,169,668.8922140357987,0.6060606060606061,1,1,2,Moderate Risk
92,66,Rural,silver,26,3.56,Evening,Economy,19,62.06928479024478,0.717391304347826,0,0,1,Moderate Risk
24,7,Rural,silver,34,3.51,Afternoon,Premium,111,477.7411361723483,0.2916666666666667,1,1,1,Moderate Risk
75,9,Rural,gold,71,4.06,Night,Economy,150,411.0057654245888,0.12,0,0,2,Moderate Risk
89,76,Urban,gold,35,4.8,Night,Premium,177,650.2985711974341,0.8539325842696629,0,0,2,Low Risk
67,20,Urban,regular,42,4.13,Evening,Economy,68,243.22861759627588,0.2985074626865671,0,0,1,Moderate Risk
61,23,Suburban,silver,51,4.73,Evening,Premium,150,680.9330686248741,0.3770491803278688,0,0,2,Low Risk
80,67,Rural,regular,80,4.74,Night,Economy,147,432.30725774113824,0.8375,0,0,2,Low Risk
66,15,Suburban,gold,62,4.59,Night,Economy,161,720.729944900258,0.2272727272727272,0,0,2,Low Risk
39,12,Suburban,regular,54,3.77,Morning,Premium,176,510.4543750320455,0.3076923076923077,1,1,2,Moderate Risk
46,22,Urban,regular,9,4.33,Morning,Economy,128,522.7974318549136,0.4782608695652174,1,1,0,Moderate Risk
89,74,Rural,silver,41,4.89,Morning,Premium,115,432.16279228896633,0.8314606741573034,1,1,1,Low Risk
60,16,Urban,gold,56,4.33,Night,Premium,126,382.4570671338528,0.2666666666666666,0,0,2,Moderate Risk
58,13,Rural,regular,99,3.62,Morning,Premium,106,351.43931589566165,0.2241379310344827,1,1,2,Moderate Risk
68,16,Urban,silver,93,4.44,Morning,Premium,154,510.19578633034166,0.2352941176470588,1,1,2,Moderate Risk
45,19,Suburban,silver,71,3.72,Night,Economy,121,313.92644056486665,0.4222222222222222,0,0,2,Moderate Risk
91,61,Suburban,gold,100,4.88,Night,Economy,101,372.2298219510593,0.6703296703296703,0,0,2,Low Risk
39,12,Urban,regular,70,4.02,Morning,Premium,66,314.46800852423786,0.3076923076923077,1,1,2,Moderate Risk
97,9,Rural,gold,58,4.32,Evening,Premium,142,491.5779538643877,0.0927835051546391,0,0,2,Moderate Risk
42,18,Suburban,silver,39,3.94,Afternoon,Economy,128,527.1558943563921,0.4285714285714285,1,1,1,Moderate Risk
27,15,Urban,gold,11,3.77,Evening,Economy,111,432.849396942834,0.5555555555555556,0,0,2,Moderate Risk
67,48,Rural,regular,94,4.3,Evening,Premium,168,544.6027807887253,0.7164179104477612,0,0,2,Moderate Risk
69,51,Urban,regular,75,3.57,Night,Premium,136,470.18271352951473,0.7391304347826086,0,0,2,Moderate Risk
69,47,Urban,regular,65,4.22,Night,Economy,18,53.5391040086766,0.6811594202898551,0,0,2,Moderate Risk
93,18,Suburban,gold,34,3.54,Afternoon,Economy,80,352.0685727015968,0.1935483870967742,1,1,2,Moderate Risk
84,74,Suburban,regular,7,4.4,Afternoon,Premium,101,396.3698341114785,0.8809523809523809,1,1,0,Moderate Risk
96,48,Urban,gold,41,4.39,Morning,Economy,130,367.7829980600229,0.5,1,1,2,Moderate Risk
30,13,Suburban,gold,72,4.18,Night,Premium,113,352.9356730761453,0.4333333333333333,0,0,2,Moderate Risk
60,48,Suburban,regular,15,4.06,Morning,Economy,78,339.1055825696459,0.8,1,1,0,Moderate Risk
72,39,Urban,regular,39,3.77,Night,Premium,115,347.8959667426787,0.5416666666666666,0,0,1,Moderate Risk
31,13,Suburban,regular,82,4.63,Morning,Economy,108,469.2509135918648,0.4193548387096774,1,1,2,Low Risk
71,13,Rural,silver,60,4.3,Night,Premium,62,213.8430201203033,0.1830985915492957,0,0,2,Moderate Risk
91,61,Rural,silver,86,4.44,Morning,Premium,129,567.5392184514062,0.6703296703296703,1,1,2,Moderate Risk
91,60,Rural,gold,2,3.53,Evening,Premium,107,492.179013222281,0.6593406593406593,0,0,2,High Risk
32,6,Urban,silver,13,4.75,Afternoon,Economy,53,173.88747446193491,0.1875,1,1,1,Moderate Risk
23,10,Suburban,gold,47,4.84,Evening,Economy,125,418.10682439062094,0.4347826086956521,0,0,2,Low Risk
61,47,Suburban,silver,100,4.58,Night,Premium,157,658.3040013013618,0.7704918032786885,0,0,2,Low Risk
57,40,Urban,regular,78,3.62,Afternoon,Economy,171,764.5953413909641,0.7017543859649122,1,1,2,Moderate Risk
89,70,Suburban,gold,86,4.51,Afternoon,Economy,90,384.2092919756728,0.7865168539325843,1,1,2,Low Risk
64,45,Rural,gold,22,3.96,Night,Premium,118,404.6018875393623,0.703125,0,0,2,Moderate Risk
91,29,Urban,regular,82,3.73,Afternoon,Premium,90,446.81702579708536,0.3186813186813186,1,1,2,Moderate Risk
91,53,Suburban,gold,67,4.56,Night,Economy,50,158.1067231747087,0.5824175824175825,0,0,2,Low Risk
69,37,Suburban,regular,47,4.39,Evening,Premium,60,284.2362895344896,0.5362318840579711,0,0,1,Moderate Risk
71,61,Suburban,regular,79,3.85,Afternoon,Economy,147,591.2989763287625,0.8591549295774648,1,1,2,Moderate Risk
38,7,Rural,silver,28,3.85,Evening,Economy,12,36.00027803358747,0.1842105263157894,0,0,1,Moderate Risk
100,32,Suburban,regular,67,3.94,Evening,Premium,162,581.1370845965885,0.32,0,0,2,Moderate Risk
65,51,Suburban,gold,97,4.81,Night,Premium,144,588.1367698544636,0.7846153846153846,0,0,2,Low Risk
73,38,Urban,regular,91,4.23,Evening,Premium,86,400.2673330229722,0.5205479452054794,0,0,2,Moderate Risk
56,25,Suburban,regular,87,3.73,Evening,Premium,172,575.4102708388258,0.4464285714285714,0,0,2,Moderate Risk
75,55,Rural,silver,80,4.7,Morning,Economy,69,190.9788526811355,0.7333333333333333,1,1,2,Low Risk
97,21,Urban,regular,43,3.79,Afternoon,Premium,106,398.1593839328215,0.2164948453608247,1,1,1,Moderate Risk
94,71,Rural,regular,48,4.73,Night,Premium,169,770.8733244527833,0.7553191489361702,0,0,1,Low Risk
53,22,Urban,silver,28,4.99,Afternoon,Premium,64,211.0820229741896,0.4150943396226415,1,1,1,Moderate Risk
81,8,Rural,silver,78,4.8,Afternoon,Premium,141,618.4288567281086,0.0987654320987654,1,1,2,Low Risk
47,34,Rural,silver,87,3.53,Morning,Premium,170,739.2271199769044,0.723404255319149,1,1,2,Moderate Risk
80,48,Suburban,regular,13,4.44,Night,Economy,35,128.7410738814351,0.6,0,0,0,Moderate Risk
75,55,Rural,gold,54,4.73,Night,Premium,145,584.4917299915722,0.7333333333333333,0,0,2,Low Risk
89,12,Urban,silver,42,4.73,Afternoon,Economy,102,328.31398217312767,0.1348314606741573,1,1,1,Low Risk
30,13,Rural,gold,8,4.1,Afternoon,Economy,94,274.6803754439265,0.4333333333333333,1,1,2,High Risk
64,5,Rural,gold,91,4.34,Evening,Premium,21,108.2430435427408,0.078125,0,0,2,Moderate Risk
55,29,Suburban,gold,92,4.85,Morning,Economy,44,181.78093960037765,0.5272727272727272,1,1,2,Low Risk
94,76,Suburban,gold,26,4.7,Morning,Premium,94,405.317954516569,0.8085106382978723,1,1,2,Moderate Risk
53,28,Urban,gold,6,3.67,Evening,Economy,178,775.7916851510323,0.5283018867924528,0,0,2,High Risk
29,7,Suburban,regular,68,3.98,Morning,Economy,114,289.1296809487768,0.2413793103448276,1,1,2,Moderate Risk
29,17,Urban,silver,76,3.61,Morning,Economy,166,674.132847635612,0.5862068965517241,1,1,2,Moderate Risk
75,42,Suburban,silver,38,4.25,Afternoon,Economy,146,479.11995337350106,0.56,1,1,1,Moderate Risk
74,53,Suburban,regular,60,3.93,Night,Economy,162,676.4404324115253,0.7162162162162162,0,0,2,Moderate Risk
89,75,Urban,silver,10,4.91,Evening,Economy,16,54.44953818628992,0.8426966292134831,0,0,1,Moderate Risk
29,13,Suburban,gold,44,4.29,Evening,Premium,87,267.7404170012178,0.4482758620689655,0,0,2,Moderate Risk
40,20,Rural,silver,45,4.42,Evening,Premium,130,445.4842486108808,0.5,0,0,1,Moderate Risk
79,11,Urban,regular,1,4.35,Night,Premium,45,210.25675967194184,0.1392405063291139,0,0,0,Moderate Risk
98,87,Urban,gold,87,4.28,Afternoon,Premium,170,603.8458024755097,0.8877551020408163,1,1,2,Moderate Risk
95,76,Urban,regular,74,4.39,Night,Economy,118,464.9915827255092,0.8,0,0,2,Moderate Risk
79,13,Rural,gold,67,4.05,Evening,Premium,151,514.9363491532515,0.1645569620253164,0,0,2,Moderate Risk
38,22,Suburban,regular,18,4.17,Night,Premium,121,450.5387531372676,0.5789473684210527,0,0,0,Moderate Risk
83,41,Suburban,silver,48,3.64,Evening,Economy,176,741.3443926126964,0.4939759036144578,0,0,1,Moderate Risk
59,24,Suburban,regular,40,4.0,Afternoon,Premium,147,631.6312970255759,0.4067796610169492,1,1,1,Moderate Risk
51,11,Suburban,regular,72,3.62,Afternoon,Economy,16,71.21364105240121,0.2156862745098039,1,1,2,Moderate Risk
64,46,Rural,silver,51,5.0,Evening,Premium,29,144.60138253530263,0.71875,0,0,2,Low Risk
30,6,Rural,regular,93,3.81,Evening,Economy,129,505.92196882791006,0.2,0,0,2,Moderate Risk
60,15,Suburban,regular,95,4.84,Afternoon,Economy,180,726.3339146351499,0.25,1,1,2,Low Risk
75,51,Rural,regular,17,4.83,Afternoon,Premium,79,283.4132787585248,0.68,1,1,0,Moderate Risk
25,15,Suburban,regular,88,4.68,Afternoon,Premium,31,148.18648820169864,0.6,1,1,2,Low Risk
46,31,Suburban,gold,67,3.53,Morning,Economy,61,158.59209307103367,0.6739130434782609,1,1,2,Moderate Risk
48,11,Urban,regular,86,3.55,Night,Economy,15,57.89462608061131,0.2291666666666666,0,0,2,Moderate Risk
51,6,Rural,gold,64,4.57,Morning,Economy,34,142.5577269374603,0.1176470588235294,1,1,2,Low Risk
68,23,Suburban,gold,96,4.77,Morning,Economy,105,359.128113102171,0.3382352941176471,1,1,2,Low Risk
89,8,Suburban,silver,18,3.83,Morning,Economy,121,407.5520587692045,0.0898876404494382,1,1,1,Moderate Risk
84,55,Suburban,regular,1,4.47,Afternoon,Economy,146,487.3991192361553,0.6547619047619048,1,1,0,Moderate Risk
50,8,Rural,regular,25,3.8,Evening,Premium,13,89.61312852216915,0.16,0,0,1,Moderate Risk
99,40,Urban,gold,26,4.83,Evening,Premium,151,510.6580782397596,0.404040404040404,0,0,2,Moderate Risk
21,9,Urban,gold,91,4.82,Morning,Economy,47,171.6271185714875,0.4285714285714285,1,1,2,Low Risk
53,19,Suburban,silver,54,3.84,Evening,Economy,132,520.5653406452625,0.3584905660377358,0,0,2,Moderate Risk
60,16,Urban,gold,68,4.23,Night,Economy,108,458.096326804516,0.2666666666666666,0,0,2,Moderate Risk
32,22,Suburban,silver,9,4.68,Night,Premium,135,530.1491563778454,0.6875,0,0,1,Moderate Risk
51,25,Rural,regular,21,4.43,Evening,Premium,38,200.2582591219043,0.4901960784313725,0,0,1,Moderate Risk
22,5,Urban,regular,75,4.39,Night,Premium,19,128.0167601925525,0.2272727272727272,0,0,2,Moderate Risk
21,7,Rural,regular,6,4.96,Afternoon,Premium,180,836.1164185613576,0.3333333333333333,1,1,0,Moderate Risk
55,21,Rural,silver,49,4.59,Morning,Economy,111,471.0890518884983,0.3818181818181818,1,1,1,Low Risk
42,31,Rural,gold,32,4.75,Night,Economy,12,50.6401755820817,0.7380952380952381,0,0,2,Low Risk
86,26,Rural,silver,31,3.69,Afternoon,Economy,85,263.1611767019543,0.3023255813953488,1,1,1,Moderate Risk
48,18,Rural,silver,60,4.47,Afternoon,Premium,124,524.1655595085831,0.375,1,1,2,Moderate Risk
82,65,Urban,gold,43,4.8,Night,Premium,112,330.2265438250878,0.7926829268292683,0,0,2,Low Risk
63,48,Rural,regular,88,4.09,Morning,Economy,70,212.7407519371268,0.7619047619047619,1,1,2,Moderate Risk
44,24,Urban,regular,83,3.61,Night,Economy,13,48.92895253547415,0.5454545454545454,0,0,2,Moderate Risk
39,18,Suburban,gold,78,4.21,Afternoon,Economy,165,734.3951190125542,0.4615384615384615,1,1,2,Moderate Risk
23,7,Rural,gold,98,4.35,Morning,Economy,76,281.33950234360725,0.3043478260869565,1,1,2,Moderate Risk
31,7,Rural,silver,27,4.73,Morning,Premium,141,476.28985780068655,0.2258064516129032,1,1,1,Moderate Risk
44,7,Rural,regular,55,3.66,Night,Premium,103,490.3421583214189,0.1590909090909091,0,0,2,Moderate Risk
23,5,Urban,gold,92,3.71,Night,Economy,105,363.4447759027239,0.217391304347826,0,0,2,Moderate Risk
63,46,Urban,silver,36,4.59,Morning,Economy,18,49.83993575677632,0.7301587301587301,1,1,1,Low Risk
25,15,Urban,gold,15,4.18,Morning,Premium,176,516.8295590439432,0.6,1,1,2,Moderate Risk
27,11,Rural,regular,1,4.34,Night,Economy,99,262.6864663772181,0.4074074074074074,0,0,0,Moderate Risk
57,28,Urban,gold,27,4.58,Afternoon,Economy,107,423.5098573724167,0.4912280701754385,1,1,2,Moderate Risk
83,26,Suburban,gold,77,3.62,Night,Premium,74,373.975635759196,0.3132530120481928,0,0,2,Moderate Risk
80,5,Suburban,regular,53,3.67,Evening,Premium,48,184.24294467848267,0.0625,0,0,2,Moderate Risk
50,40,Rural,silver,61,4.7,Evening,Premium,73,319.11098294212263,0.8,0,0,2,Low Risk
84,8,Rural,gold,21,4.63,Night,Economy,172,549.2008068168793,0.0952380952380952,0,0,2,Moderate Risk
90,54,Rural,regular,1,3.59,Afternoon,Premium,87,427.8571629452071,0.6,1,1,0,High Risk
28,9,Urban,silver,68,4.82,Evening,Premium,43,164.316390505398,0.3214285714285714,0,0,2,Low Risk
97,64,Rural,silver,62,3.52,Morning,Premium,152,638.1340201838489,0.6597938144329897,1,1,2,Moderate Risk
99,22,Suburban,silver,7,4.4,Morning,Economy,39,131.44358716419623,0.2222222222222222,1,1,1,Moderate Risk
96,53,Rural,regular,58,4.28,Afternoon,Economy,21,55.6373707994896,0.5520833333333334,1,1,2,Moderate Risk
88,69,Rural,gold,89,3.6,Evening,Premium,107,467.92749485577286,0.7840909090909091,0,0,2,Moderate Risk
53,17,Rural,silver,78,4.03,Afternoon,Premium,26,120.24719290813758,0.320754716981132,1,1,2,Moderate Risk
28,14,Rural,silver,77,3.58,Afternoon,Economy,98,374.65518279544045,0.5,1,1,2,Moderate Risk
59,21,Rural,regular,97,3.6,Afternoon,Premium,67,269.44414015954374,0.3559322033898305,1,1,2,Moderate Risk
50,27,Suburban,gold,100,4.22,Morning,Premium,173,685.6696935694298,0.54,1,1,2,Moderate Risk
89,8,Urban,gold,40,3.59,Morning,Premium,151,528.0024896243917,0.0898876404494382,1,1,2,Moderate Risk
83,34,Urban,silver,96,4.71,Evening,Premium,176,812.0729938599545,0.4096385542168674,0,0,2,Low Risk
73,14,Urban,gold,28,4.31,Evening,Economy,29,118.97305838669006,0.1917808219178082,0,0,2,Moderate Risk
76,35,Suburban,regular,8,4.89,Afternoon,Premium,138,406.5899107855241,0.4605263157894737,1,1,0,Moderate Risk
